uid,key,entry_type,reference_kind,reference_family,is_paper,is_web_resource,doi_search_eligible,classification_reason,title,authors,year,source,publisher,url,url_host,url_status,url_http_status,url_final,local_doi,discovered_doi,trusted_doi,doi_status,doi_source,doi_confidence,doi_title_similarity,doi_year_difference,doi_author_match,doi_source_similarity,doi_remote_type,doi_type_compatible,publisher_landing_page,doi_resolution_status,missing_required_fields
53:ohanu2024comprehensive,ohanu2024comprehensive,article,journal_article,scholarly,True,False,True,@article,A comprehensive review of recent developments in smart grid through renewable energy resources integration,"Ohanu, Chibuike Peter and Rufai, Salihu Ahmed and Oluchi, Ugbe Christiana",2024,Heliyon,Elsevier,,,not_checked,,,,10.1016/j.heliyon.2024.e25705,10.1016/j.heliyon.2024.e25705,found_high_confidence,Crossref search,1.0,1.0,0,True,1.0,journal-article,True,https://linkinghub.elsevier.com/retrieve/pii/S2405844024017365,resolved,
54:fernandez2024review,fernandez2024review,article,journal_article,scholarly,True,False,True,@article,"Review of challenges and key enablers in energy systems towards net zero target: Renewables, storage, buildings, & grid technologies","Fernandez, Malcolm Isaac and Go, Yun Ii and Wong, Dennis ML and Fruh, Wolf-Gerrit",2024,Heliyon,Elsevier,,,not_checked,,,,10.1016/j.heliyon.2024.e40691,10.1016/j.heliyon.2024.e40691,found_high_confidence,Crossref search,1.0,1.0,0,True,1.0,journal-article,True,https://linkinghub.elsevier.com/retrieve/pii/S2405844024167229,resolved,
55:lukavc2025changing,lukavc2025changing,article,journal_article,scholarly,True,False,True,@article,Changing the paradigm of distribution networks planning and operation: A systematic review of the distributed energy resources impact,"Lukac, Lovro and Antic, Tomislav and Capuder, Tomislav",2025,"Sustainable energy, grids and networks",Elsevier,,,not_checked,,,,10.1109/eem.2009.5207113,,candidate_manual_review,Crossref search,0.2298,0.2749,16,False,0.34,proceedings-article,False,,,
56:lee2026integrating,lee2026integrating,article,journal_article,scholarly,True,False,True,@article,"Integrating distributed energy resources in power distribution systems: A comprehensive review of impacts, challenges, and opportunities from a distribution system operator’s perspective","Lee, Han Pyo",2026,Applied Energy,Elsevier,,,not_checked,,,,10.1016/j.apenergy.2025.127052,10.1016/j.apenergy.2025.127052,found_high_confidence,Crossref search,1.0,1.0,0,True,1.0,journal-article,True,https://linkinghub.elsevier.com/retrieve/pii/S0306261925017829,resolved,
57:gilvanejad2024distributed,gilvanejad2024distributed,article,journal_article,scholarly,True,False,True,@article,A distributed energy resources control method to improve the loading profile of radial distribution feeders using solid-state transformer,"Gilvanejad, Mojtaba",2024,Electric Power Systems Research,Elsevier,,,not_checked,,,,10.1016/j.epsr.2023.110110,10.1016/j.epsr.2023.110110,found_high_confidence,Crossref search,1.0,1.0,0,True,1.0,journal-article,True,https://linkinghub.elsevier.com/retrieve/pii/S0378779623009975,resolved,
58:su2026exploring,su2026exploring,article,journal_article,scholarly,True,False,True,@article,Exploring demand side flexibility through aggregation of individual devices,"Su, Chenyu and Fachrizal, Reza and Jurasz, Jakub and Avelin, Anders and Li, Hailong",2026,Renewable and Sustainable Energy Reviews,Elsevier,,,not_checked,,,,10.1016/j.rser.2025.116655,10.1016/j.rser.2025.116655,found_high_confidence,Crossref search,1.0,1.0,0,True,1.0,journal-article,True,https://linkinghub.elsevier.com/retrieve/pii/S1364032125013280,resolved,
59:mentens2025flexibility,mentens2025flexibility,article,journal_article,scholarly,True,False,True,@article,Flexibility in short-term electricity markets for renewable integration and uncertainty mitigation: A comprehensive review,"Mentens, Lander and Peremans, Herbert and Springael, Johan and Nimmegeers, Philippe",2025,Smart Energy,Elsevier,,,not_checked,,,,10.1016/j.segy.2025.100183,10.1016/j.segy.2025.100183,found_high_confidence,Crossref search,1.0,1.0,0,True,1.0,journal-article,True,https://linkinghub.elsevier.com/retrieve/pii/S2666955225000115,resolved,
60:qi2025research,qi2025research,article,journal_article,scholarly,True,False,True,@article,Research on quantitative evaluation and optimal allocation of electricity system flexibility,"Qi, Ze and Guo, Sen and Zhao, Huiru",2025,Energy,Elsevier,,,not_checked,,,,10.1016/j.energy.2025.135443,10.1016/j.energy.2025.135443,found_high_confidence,Crossref search,1.0,1.0,0,True,1.0,journal-article,True,https://linkinghub.elsevier.com/retrieve/pii/S0360544225010850,resolved,
61:mehmood2026review,mehmood2026review,article,journal_article,scholarly,True,False,True,@article,A review of congestion management methods for power distribution networks: Current practices and future challenges,"Mehmood, Khawaja Khalid and Moura, Ranier Alexsander Arruda and van der Molen, Anne and Tonkoski, Reinaldo and Tzscheutschler, Peter and van der Wielen, Peter and Nguyen, Phuong Hong",2026,Applied Energy,Elsevier,,,not_checked,,,,10.1016/j.apenergy.2025.127342,10.1016/j.apenergy.2025.127342,found_high_confidence,Crossref search,1.0,1.0,0,True,1.0,journal-article,True,https://linkinghub.elsevier.com/retrieve/pii/S0306261925020720,resolved,
62:ghanbarzadeh2025addressing,ghanbarzadeh2025addressing,article,journal_article,scholarly,True,False,True,@article,Addressing reliability challenges in generation capacity planning under high penetration of renewable energy resources and storage solutions: A review,"Ghanbarzadeh, Taraneh and Habibi, Daryoush and Aziz, Asma",2025,Renewable and Sustainable Energy Reviews,Elsevier,,,not_checked,,,,10.1016/j.rser.2025.115461,10.1016/j.rser.2025.115461,found_high_confidence,Crossref search,1.0,1.0,0,True,1.0,journal-article,True,https://linkinghub.elsevier.com/retrieve/pii/S1364032125001340,resolved,
63:laimon2025renewable,laimon2025renewable,article,journal_article,scholarly,True,False,True,@article,Renewable energy curtailment: a problem or an opportunity?,"Laimon, M",2025,Results in Engineering,Elsevier,,,not_checked,,,,10.1016/j.rineng.2025.104925,10.1016/j.rineng.2025.104925,found_high_confidence,Crossref search,1.0,1.0,0,True,1.0,journal-article,True,https://linkinghub.elsevier.com/retrieve/pii/S2590123025010011,resolved,
64:lee2026improving,lee2026improving,article,journal_article,scholarly,True,False,True,@article,Improving distribution system flexibility using electric vehicles under the distributed energy resource management system framework,"Lee, Semi and Jung, Jaesung",2026,Renewable and Sustainable Energy Reviews,Elsevier,,,not_checked,,,,10.1016/j.rser.2025.116292,10.1016/j.rser.2025.116292,found_high_confidence,Crossref search,1.0,1.0,0,True,1.0,journal-article,True,https://linkinghub.elsevier.com/retrieve/pii/S1364032125009657,resolved,
65:kamana2026rethinking,kamana2026rethinking,article,journal_article,scholarly,True,False,True,@article,Rethinking residential energy policy: A review of priorities and directions for effective and equitable demand-side management,"Kamana-Williams, Baxter and Cerdeira, Alice E and Hooper, RJ and Peer, Rebecca and Chase, J Geoffrey",2026,Applied Energy,Elsevier,,,not_checked,,,,10.1016/j.apenergy.2025.127263,10.1016/j.apenergy.2025.127263,found_high_confidence,Crossref search,1.0,1.0,0,True,1.0,journal-article,True,https://linkinghub.elsevier.com/retrieve/pii/S0306261925019932,resolved,
66:tang2025energy,tang2025energy,article,journal_article,scholarly,True,False,True,@article,"Energy-flexibility strategy for residential blocks with multiple morphologies based on energy, economy, and carbon reduction performance","Tang, Haida and Wang, Yuqin and Li, Chunying",2025,Building and Environment,Elsevier,,,not_checked,,,,10.1016/j.buildenv.2024.112333,10.1016/j.buildenv.2024.112333,found_high_confidence,Crossref search,1.0,1.0,0,True,1.0,journal-article,True,https://linkinghub.elsevier.com/retrieve/pii/S0360132324011752,resolved,
67:zhou2025demand,zhou2025demand,article,journal_article,scholarly,True,False,True,@article,Demand flexibility characterisation in non-residential buildings: A review,"Zhou, Xinlei and Yap, Emily W and Dou, Wanbin and Huang, Mingyang and Aziz, Muhammad Shahbaz and Robinson, Duane A and McDowell, Clayton and White, Stephen D and Goldsworthy, Mark and Sethuvenkatraman, Subbu and others",2025,Applied Energy,Elsevier,,,not_checked,,,,10.1016/j.apenergy.2025.126100,10.1016/j.apenergy.2025.126100,found_high_confidence,Crossref search,1.0,1.0,0,True,1.0,journal-article,True,https://linkinghub.elsevier.com/retrieve/pii/S030626192500830X,resolved,
68:schibuola2025impact,schibuola2025impact,article,journal_article,scholarly,True,False,True,@article,Impact of electrical energy storage on the performance of photovoltaic systems in building retrofits,"Schibuola, Luigi and Tambani, Chiara",2025,Energy and Buildings,Elsevier,,,not_checked,,,,10.2139/ssrn.5345751,,candidate_manual_review,Crossref search,1.0,1.0,0,True,0.0,posted-content,False,,,
69:jiang2025credible,jiang2025credible,article,journal_article,scholarly,True,False,True,@article,Credible demand response capacity evaluation for building HVAC systems based on grey-box models,"Jiang, Siyu and Hui, Hongxun and Song, Yonghua",2025,Applied Energy,Elsevier,,,not_checked,,,,10.1016/j.apenergy.2025.126144,,candidate_manual_review,Crossref search,1.0,1.0,0,True,1.0,journal-article,True,,,
70:ahmadi2026comprehensive,ahmadi2026comprehensive,article,journal_article,scholarly,True,False,True,@article,A comprehensive review of AI-driven approaches for smart grid stability and reliability,"Ahmadi, Mehrnaz and Aly, Hamed and Gu, Jason",2026,Renewable and Sustainable Energy Reviews,Elsevier,,,not_checked,,,,10.1016/j.rser.2025.116424,10.1016/j.rser.2025.116424,found_high_confidence,Crossref search,1.0,1.0,0,True,1.0,journal-article,True,https://linkinghub.elsevier.com/retrieve/pii/S1364032125010974,resolved,
71:hasan2025state,hasan2025state,article,journal_article,scholarly,True,False,True,@article,"A state-of-the-art comparative review of load forecasting methods: Characteristics, perspectives, and applications","Hasan, Mahmudul and Mifta, Zannatul and Papiya, Sumaiya Janefar and Roy, Paromita and Dey, Pronay and Salsabil, Nafisa Atia and Chowdhury, Nahid-Ur-Rahman and Farrok, Omar",2025,Energy Conversion and Management: X,Elsevier,,,not_checked,,,,10.1016/j.ecmx.2025.100922,10.1016/j.ecmx.2025.100922,found_high_confidence,Crossref search,1.0,1.0,0,True,1.0,journal-article,True,https://linkinghub.elsevier.com/retrieve/pii/S2590174525000546,resolved,
72:nowak2025emission,nowak2025emission,article,journal_article,scholarly,True,False,True,@article,Emission-based demand response in energy system optimisations—A systematic literature review,"Nowak, Christine and Bertsch, Valentin",2025,Applied Energy,Elsevier,,,not_checked,,,,10.1016/j.apenergy.2025.126635,10.1016/j.apenergy.2025.126635,found_high_confidence,Crossref search,1.0,1.0,0,True,1.0,journal-article,True,https://linkinghub.elsevier.com/retrieve/pii/S0306261925013650,resolved,
73:razzaghi2026reliability,razzaghi2026reliability,article,journal_article,scholarly,True,False,True,@article,"Reliability-, security-, and flexibility-oriented distribution network expansion planning: Comprehensive review and future trends","Razzaghi, Ali and Larimi, Sayyed Majid Miri and Baghaee, Hamid Reza",2026,Energy Strategy Reviews,Elsevier,,,not_checked,,,,10.1016/j.esr.2026.102055,10.1016/j.esr.2026.102055,found_high_confidence,Crossref search,1.0,1.0,0,True,1.0,journal-article,True,https://linkinghub.elsevier.com/retrieve/pii/S2211467X26000210,resolved,
74:apajalahti2015demand,apajalahti2015demand,article,journal_article,scholarly,True,False,True,@article,From demand side management (DSM) to energy efficiency services: A Finnish case study,"Apajalahti, Eeva-Lotta and Lovio, Raimo and Heiskanen, Eva",2015,Energy Policy,Elsevier,,,not_checked,,,,10.1016/j.enpol.2015.02.013,10.1016/j.enpol.2015.02.013,found_high_confidence,Crossref search,1.0,1.0,0,True,1.0,journal-article,True,https://linkinghub.elsevier.com/retrieve/pii/S0301421515000762,resolved,
75:stanelyte2022overview,stanelyte2022overview,article,journal_article,scholarly,True,False,True,@article,Overview of demand-response services: A review,"Stanelyte, Daiva and Radziukyniene, Neringa and Radziukynas, Virginijus",2022,Energies,MDPI,,,not_checked,,,,10.3390/en15051659,10.3390/en15051659,found_high_confidence,Crossref search,1.0,1.0,0,True,1.0,journal-article,True,https://www.mdpi.com/1996-1073/15/5/1659,resolved,
76:impram2020challenges,impram2020challenges,article,journal_article,scholarly,True,False,True,@article,Challenges of renewable energy penetration on power system flexibility: A survey,"Impram, Semich and Nese, Secil Varbak and Oral, Bulent",2020,Energy strategy reviews,Elsevier,,,not_checked,,,,10.1016/j.esr.2020.100539,10.1016/j.esr.2020.100539,found_high_confidence,Crossref search,1.0,1.0,0,True,1.0,journal-article,True,https://linkinghub.elsevier.com/retrieve/pii/S2211467X20300924,resolved,
77:zahedi2011review,zahedi2011review,article,journal_article,scholarly,True,False,True,@article,"A review of drivers, benefits, and challenges in integrating renewable energy sources into electricity grid","Zahedi, Ahmad",2011,Renewable and Sustainable Energy Reviews,Elsevier,,,not_checked,,,,10.1016/j.rser.2011.07.074,10.1016/j.rser.2011.07.074,found_high_confidence,Crossref search,1.0,1.0,0,True,1.0,journal-article,True,https://linkinghub.elsevier.com/retrieve/pii/S1364032111003194,resolved,
78:akbari2025two,akbari2025two,article,journal_article,scholarly,True,False,True,@article,A two-stage probabilistic flexibility management model for aggregated residential buildings,"Akbari, Saeed and Martins, Jo\ ao and Camarinha-Matos, Luis M and Petrone, Giovanni",2025,Energy and Buildings,Elsevier,,,not_checked,,,,10.1016/j.enbuild.2025.115404,10.1016/j.enbuild.2025.115404,found_high_confidence,Crossref search,1.0,1.0,0,True,1.0,journal-article,True,https://linkinghub.elsevier.com/retrieve/pii/S0378778825001343,resolved,
79:ding2015overall,ding2015overall,article,journal_article,scholarly,True,False,True,@article,"Overall review of peaking power in China: Status quo, barriers and solutions","Ding, Ning and Duan, Jinhui and Xue, Song and Zeng, Ming and Shen, Jianfei",2015,Renewable and Sustainable Energy Reviews,Elsevier,,,not_checked,,,,10.1016/j.rser.2014.10.041,10.1016/j.rser.2014.10.041,found_high_confidence,Crossref search,1.0,1.0,0,True,1.0,journal-article,True,https://linkinghub.elsevier.com/retrieve/pii/S1364032114008661,resolved,
80:uddin2018review,uddin2018review,article,journal_article,scholarly,True,False,True,@article,A review on peak load shaving strategies,"Uddin, Moslem and Romlie, Mohd Fakhizan and Abdullah, Mohd Faris and Abd Halim, Syahirah and Bakar, Ab Halim Abu and Kwang, Tan Chia",2018,Renewable and Sustainable Energy Reviews,Elsevier,,,not_checked,,,,10.1016/j.rser.2017.10.056,10.1016/j.rser.2017.10.056,found_high_confidence,Crossref search,1.0,1.0,0,True,1.0,journal-article,True,https://linkinghub.elsevier.com/retrieve/pii/S1364032117314272,resolved,
81:chua2020state,chua2020state,inproceedings,conference_paper,scholarly,True,False,True,@inproceedings,The state-of-the-arts of peak shaving technologies: a review,"Chua, Kein Huat and Bong, Huoy Lih and Lim, Yun Seng and Wong, Jianhui and Wang, Li",2020,2020 International Conference on Smart Grid and Clean Energy Technologies (ICSGCE),,,,not_checked,,,,10.1109/icsgce49177.2020.9275637,10.1109/icsgce49177.2020.9275637,found_high_confidence,Crossref search,1.0,1.0,0,True,1.0,proceedings-article,True,https://ieeexplore.ieee.org/document/9275637/,resolved,
82:ma2022research,ma2022research,article,journal_article,scholarly,True,False,True,@article,Research on the valley-filling pricing for EV charging considering renewable power generation,"Ma, Shao-Chao and Yi, Bo-Wen and Fan, Ying",2022,Energy Economics,Elsevier,,,not_checked,,,,10.1016/j.eneco.2021.105781,10.1016/j.eneco.2021.105781,found_high_confidence,Crossref search,1.0,1.0,0,True,1.0,journal-article,True,https://linkinghub.elsevier.com/retrieve/pii/S0140988321006216,resolved,
83:morales2022classifying,morales2022classifying,article,journal_article,scholarly,True,False,True,@article,Classifying and modelling demand response in power systems,"Morales-Espa\ na, German and Mart\' nez-Gordon, Rafael and Sijm, Jos",2022,Energy,Elsevier,,,not_checked,,,,10.1016/j.energy.2021.122544,,candidate_manual_review,Crossref search,0.89,1.0,0,False,1.0,journal-article,True,,,
84:rousseau2025trajectory,rousseau2025trajectory,article,journal_article,scholarly,True,False,True,@article,Trajectory-independent flexibility envelopes of energy-constrained systems with state-dependent losses,"Rousseau, Julie and Tajoli, Carlo and Cai, Hanmin and Heer, Philipp and Orehounig, Kristina and Hug, Gabriela",2025,IEEE Transactions on Smart Grid,IEEE,,,not_checked,,,,10.1109/tsg.2025.3620988,10.1109/tsg.2025.3620988,found_high_confidence,Crossref search,0.972,1.0,1,True,1.0,journal-article,True,https://ieeexplore.ieee.org/document/11202576/,resolved,
85:ozturk2025python,ozturk2025python,article,journal_article,scholarly,True,False,True,@article,A python toolbox for flexibility aggregation and disaggregation: PyFlexAD,"Ozturk, Emrah and Kaspar, Kevin and Faulwasser, Timm and Worthmann, Karl and Kepplinger, Peter and Rheinberger, Klaus",2025,"Sustainable energy, grids and networks",Elsevier,,,not_checked,,,,,,not_found,,0.0,0.0,,False,0.0,,False,,,
86:bampoulas2023bayesian,bampoulas2023bayesian,article,journal_article,scholarly,True,False,True,@article,A Bayesian deep-learning framework for assessing the energy flexibility of residential buildings with multicomponent energy systems,"Bampoulas, Adamantios and Pallonetto, Fabiano and Mangina, Eleni and Finn, Donal P",2023,Applied Energy,Elsevier,,,not_checked,,,,10.1016/j.apenergy.2023.121576,10.1016/j.apenergy.2023.121576,found_high_confidence,Crossref search,1.0,1.0,0,True,1.0,journal-article,True,https://linkinghub.elsevier.com/retrieve/pii/S0306261923009406,resolved,
87:ruan2023potential,ruan2023potential,article,journal_article,scholarly,True,False,True,@article,Potential quantification and impact factors analysis of energy flexibility in residential buildings with preheating control strategies,"Ruan, Yingjun and Ma, Jiacheng and Meng, Hua and Qian, Fanyue and Xu, Tingting and Yao, Jiawei",2023,Journal of Building Engineering,Elsevier,,,not_checked,,,,10.1016/j.jobe.2023.107657,10.1016/j.jobe.2023.107657,found_high_confidence,Crossref search,1.0,1.0,0,True,1.0,journal-article,True,https://linkinghub.elsevier.com/retrieve/pii/S2352710223018375,resolved,
88:aryal2018energy,aryal2018energy,article,journal_article,scholarly,True,False,True,@article,Energy consequences of Comfort-driven temperature setpoints in office buildings,"Aryal, Ashrant and Becerik-Gerber, Burcin",2018,Energy and Buildings,Elsevier,,,not_checked,,,,10.1016/j.enbuild.2018.08.013,10.1016/j.enbuild.2018.08.013,found_high_confidence,Crossref search,1.0,1.0,0,True,1.0,journal-article,True,https://linkinghub.elsevier.com/retrieve/pii/S0378778818305838,resolved,
89:wang2023demand,wang2023demand,article,journal_article,scholarly,True,False,True,@article,Demand response via optimal pre-cooling combined with temperature reset strategy for air conditioning system: A case study of office building,"Wang, Jiewei and Wei, Ziqing and Zhu, Yikang and Zheng, Chunyuan and Li, Bin and Zhai, Xiaoqiang",2023,Energy,Elsevier,,,not_checked,,,,10.1016/j.energy.2023.128751,10.1016/j.energy.2023.128751,found_high_confidence,Crossref search,1.0,1.0,0,True,1.0,journal-article,True,https://linkinghub.elsevier.com/retrieve/pii/S036054422302145X,resolved,
90:afroz2024study,afroz2024study,article,journal_article,scholarly,True,False,True,@article,A study on price responsive energy flexibility of an office building under cooling dominated climatic conditions,"Afroz, Zakia and Wu, Hao and Sethuvenkatraman, Subbu and Henze, Gregor and Junker, Rune Gr nborg and Shepit, Matt",2024,Energy and Buildings,Elsevier,,,not_checked,,,,10.1016/j.enbuild.2024.114359,10.1016/j.enbuild.2024.114359,found_high_confidence,Crossref search,1.0,1.0,0,True,1.0,journal-article,True,https://linkinghub.elsevier.com/retrieve/pii/S0378778824004754,resolved,
91:zhou2022energy,zhou2022energy,article,journal_article,scholarly,True,False,True,@article,Energy flexibility and viability enhancement for an ocean-energy-supported zero-emission office building with respect to both existing and advanced utility business models with dynamic responsive incentives,"Zhou, Shijie and Cao, Sunliang",2022,Energy Reports,Elsevier,,,not_checked,,,,10.1016/j.egyr.2022.08.005,10.1016/j.egyr.2022.08.005,found_high_confidence,Crossref search,1.0,1.0,0,True,1.0,journal-article,True,https://linkinghub.elsevier.com/retrieve/pii/S2352484722014482,resolved,
92:sens2022capital,sens2022capital,article,journal_article,scholarly,True,False,True,@article,Capital expenditure and levelized cost of electricity of photovoltaic plants and wind turbines--Development by 2050,"Sens, Lucas and Neuling, Ulf and Kaltschmitt, Martin",2022,Renewable Energy,Elsevier,,,not_checked,,,,10.1016/j.renene.2021.12.042,10.1016/j.renene.2021.12.042,found_high_confidence,Crossref search,1.0,1.0,0,True,1.0,journal-article,True,https://linkinghub.elsevier.com/retrieve/pii/S0960148121017626,resolved,
93:d2022exploiting,d2022exploiting,article,journal_article,scholarly,True,False,True,@article,"Exploiting demand-side flexibility: State-of-the-art, open issues and social perspective","D’Ettorre, F and Banaei, M and Ebrahimy, R and Pourmousavi, S Ali and Blomgren, EMV and Kowalski, J and Bohdanowicz, Z and opaciuk-Gonczaryk, B and Biele, C and Madsen, H",2022,Renewable and Sustainable Energy Reviews,Elsevier,,,not_checked,,,,,,not_found,,0.0,0.0,,False,0.0,,False,,,
94:manic2016building,manic2016building,article,journal_article,scholarly,True,False,True,@article,Building energy management systems: The age of intelligent and adaptive buildings,"Manic, Milos and Wijayasekara, Dumidu and Amarasinghe, Kasun and Rodriguez-Andina, Juan J",2016,IEEE Industrial Electronics Magazine,IEEE,,,not_checked,,,,10.1109/mie.2015.2513749,10.1109/mie.2015.2513749,found_high_confidence,Crossref search,1.0,1.0,0,True,1.0,journal-article,True,https://ieeexplore.ieee.org/document/7436878/,resolved,
95:li2021energy,li2021energy,article,journal_article,scholarly,True,False,True,@article,Energy flexibility of residential buildings: A systematic review of characterization and quantification methods and applications,"Li, Han and Wang, Zhe and Hong, Tianzhen and Piette, Mary Ann",2021,Advances in Applied Energy,Elsevier,,,not_checked,,,,10.1016/j.adapen.2021.100054,10.1016/j.adapen.2021.100054,found_high_confidence,Crossref search,1.0,1.0,0,True,1.0,journal-article,True,https://linkinghub.elsevier.com/retrieve/pii/S2666792421000469,resolved,
96:strauch2024model,strauch2024model,article,journal_article,scholarly,True,False,True,@article,Model predictive control for demand flexibility of a residential building with multiple distributed energy resources,"Strauch, Pascal and Wang, Weimin and Langner, Felix",2024,Energy and Buildings,Elsevier,,,not_checked,,,,10.1016/j.enbuild.2023.113884,10.1016/j.enbuild.2023.113884,found_high_confidence,Crossref search,1.0,1.0,0,True,1.0,journal-article,True,https://linkinghub.elsevier.com/retrieve/pii/S0378778823011143,resolved,
97:rafique2021energy,rafique2021energy,article,journal_article,scholarly,True,False,True,@article,Energy management systems for residential buildings with electric vehicles and distributed energy resources,"Rafique, Sohaib and Hossain, Mohammad Jahangir and Nizami, Mohammad Sohrab Hasan and Irshad, Usama Bin and Mukhopadhyay, Subhas Chandra",2021,Ieee Access,IEEE,,,not_checked,,,,10.1109/access.2021.3067950,10.1109/access.2021.3067950,found_high_confidence,Crossref search,1.0,1.0,0,True,1.0,journal-article,True,https://ieeexplore.ieee.org/document/9382980/,resolved,
98:palensky2011demand,palensky2011demand,article,journal_article,scholarly,True,False,True,@article,"Demand side management: Demand response, intelligent energy systems, and smart loads","Palensky, Peter and Dietrich, Dietmar",2011,IEEE transactions on industrial informatics,IEEE,,,not_checked,,,,10.1109/tii.2011.2158841,10.1109/tii.2011.2158841,found_high_confidence,Crossref search,1.0,1.0,0,True,1.0,journal-article,True,https://ieeexplore.ieee.org/document/5930335/,resolved,
99:niu2019flexible,niu2019flexible,article,journal_article,scholarly,True,False,True,@article,Flexible dispatch of a building energy system using building thermal storage and battery energy storage,"Niu, Jide and Tian, Zhe and Lu, Yakai and Zhao, Hongfang",2019,Applied Energy,Elsevier,,,not_checked,,,,10.1016/j.apenergy.2019.03.187,10.1016/j.apenergy.2019.03.187,found_high_confidence,Crossref search,1.0,1.0,0,True,1.0,journal-article,True,https://linkinghub.elsevier.com/retrieve/pii/S030626191930604X,resolved,
100:li2020system,li2020system,article,journal_article,scholarly,True,False,True,@article,System-level key performance indicators for building performance evaluation,"Li, Han and Hong, Tianzhen and Lee, Sang Hoon and Sofos, Marina",2020,Energy and Buildings,Elsevier,,,not_checked,,,,10.1016/j.enbuild.2019.109703,10.1016/j.enbuild.2019.109703,found_high_confidence,Crossref search,1.0,1.0,0,True,1.0,journal-article,True,https://linkinghub.elsevier.com/retrieve/pii/S0378778819324326,resolved,
101:langevin2021us,langevin2021us,article,journal_article,scholarly,True,False,True,@article,US building energy efficiency and flexibility as an electric grid resource,"Langevin, Jared and Harris, Chioke B and Satre-Meloy, Aven and Chandra-Putra, Handi and Speake, Andrew and Present, Elaina and Adhikari, Rajendra and Wilson, Eric JH and Satchwell, Andrew J",2021,Joule,Elsevier,,,not_checked,,,,10.1016/j.joule.2021.06.002,10.1016/j.joule.2021.06.002,found_high_confidence,Crossref search,1.0,1.0,0,True,1.0,journal-article,True,https://linkinghub.elsevier.com/retrieve/pii/S2542435121002907,resolved,
102:liu2022defining,liu2022defining,article,journal_article,scholarly,True,False,True,@article,Defining and applying an electricity demand flexibility benchmarking metrics framework for grid-interactive efficient commercial buildings,"Liu, Jingjing and Yin, Rongxin and Yu, Lili and Piette, Mary Ann and Pritoni, Marco and Casillas, Armando and Xie, Jiarong and Hong, Tianzhen and Neukomm, Monica and Schwartz, Peter",2022,Advances in Applied Energy,Elsevier,,,not_checked,,,,10.1016/j.adapen.2022.100107,10.1016/j.adapen.2022.100107,found_high_confidence,Crossref search,1.0,1.0,0,True,1.0,journal-article,True,https://linkinghub.elsevier.com/retrieve/pii/S2666792422000257,resolved,
103:mathieu2011quantifying,mathieu2011quantifying,article,journal_article,scholarly,True,False,True,@article,"Quantifying changes in building electricity use, with application to demand response","Mathieu, Johanna L and Price, Phillip N and Kiliccote, Sila and Piette, Mary Ann",2011,IEEE Transactions on Smart Grid,IEEE,,,not_checked,,,,10.1109/tsg.2011.2145010,10.1109/tsg.2011.2145010,found_high_confidence,Crossref search,1.0,1.0,0,True,1.0,journal-article,True,https://ieeexplore.ieee.org/document/5772947/,resolved,
104:dinh2022supervised,dinh2022supervised,article,journal_article,scholarly,True,False,True,@article,Supervised-learning-based hour-ahead demand response for a behavior-based home energy management system approximating MILP optimization,"Dinh, Huy Truong and Lee, Kyu-haeng and Kim, Daehee",2022,Applied Energy,Elsevier,,,not_checked,,,,10.1016/j.apenergy.2022.119382,10.1016/j.apenergy.2022.119382,found_high_confidence,Crossref search,1.0,1.0,0,True,1.0,journal-article,True,https://linkinghub.elsevier.com/retrieve/pii/S0306261922007231,resolved,
105:el2026load,el2026load,article,journal_article,scholarly,True,False,True,@article,Load scheduling optimization for user-centric residential demand response leveraging time use surveys,"El Makroum, Reda and Zwickl-Bernhard, Sebastian and Kranzl, Lukas and Auer, Hans",2026,Applied Energy,Elsevier,,,not_checked,,,,10.1016/j.apenergy.2025.127080,10.1016/j.apenergy.2025.127080,found_high_confidence,Crossref search,1.0,1.0,0,True,1.0,journal-article,True,https://linkinghub.elsevier.com/retrieve/pii/S0306261925018100,resolved,
106:jadhav2023smart,jadhav2023smart,article,journal_article,scholarly,True,False,True,@article,Smart residential distribution energy management system with integration of demand response and aggregator,"Jadhav, Pradnya and More, Dagadu and Salkuti, Surender Reddy",2023,Cleaner and Responsible Consumption,Elsevier,,,not_checked,,,,10.1016/j.clrc.2023.100115,10.1016/j.clrc.2023.100115,found_high_confidence,Crossref search,1.0,1.0,0,True,1.0,journal-article,True,https://linkinghub.elsevier.com/retrieve/pii/S2666784323000165,resolved,
107:han2024probabilistic,han2024probabilistic,article,journal_article,scholarly,True,False,True,@article,A probabilistic model for real-time quantification of building energy flexibility,"Han, Binglong and Li, Hangxin and Wang, Shengwei",2024,Advances in Applied Energy,Elsevier,,,not_checked,,,,10.1016/j.adapen.2024.100186,10.1016/j.adapen.2024.100186,found_high_confidence,Crossref search,1.0,1.0,0,True,1.0,journal-article,True,https://linkinghub.elsevier.com/retrieve/pii/S2666792424000246,resolved,
